alpha,steps
0.99,99999
0.99,99999
0.99,99999
0.99,41837
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
1.0,41259
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,28331
1.0,99999
1.0,33025
1.0,99999
1.0,47412
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,81781
1.0,99999
1.0,99999
1.0,99999
1.0,25276
1.0,99999
1.0,35500
1.0,99999
1.0,99999
1.0,62971
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,41541
1.0,99999
1.0,39445
1.0,99999
1.0,30036
1.0,23066
1.0,23308
1.0,34979
1.0,99999
1.0,99999
1.0,36986
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,29280
1.0,25163
1.0,99999
1.0,99999
1.0,60552
1.0,71186
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,27872
1.0,99999
1.0,40162
1.0,99999
1.0,29631
1.0,99999
1.0,99999
1.0,52439
1.0,28918
1.0,24022
1.0,26235
1.0,39549
1.0,41701
1.0,29694
1.0,99999
1.0,99999
1.0,31391
1.0,27331
1.0,93949
1.0,99999
1.0,99999
1.0,99999
1.0,38344
1.0,37365
1.0,99999
1.0,36779
1.0,99999
1.0,99999
1.0,19505
1.0,99999
1.0,99999
1.0,99999
1.0,30448
1.0,99999
1.0,99999
1.0,99999
1.0,27138
1.0,99999
1.0,99999
1.0,49491
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,99999
1.0,99999
